id	name
BS02-052	チャガマル
BS02-053	妖精ターニャ
BS02-054	ポム
BS02-055	チャウー
BS02-056	アルカナビースト・ケン
BS02-057	妖精女王ティ・ターニャ
BS02-058	ペンタン
BS02-059	ロム
BS02-060	道化師クラン
BS02-061	天使エンジュ
BS02-062	ポークン
BS02-063	冥犬ケルル・ベロス
BS02-064	音鳥クルーク
BS02-065	花の子リップ
BS02-066	アルカナドール・パン
BS02-067	天使バーチュ
BS02-068	白虎ハック
BS02-069	黒虎クロン
BS02-070	アルカナプリンス・オベロ
BS02-071	宝石の獣カーバルク
BS02-072	トリックスター
BS02-073	皇帝アンプルール
BS02-074	風船魔人バーバル
BS02-075	天使長プリンシパール
BS02-076	太古の断層
BS02-077	決闘台地
BS02-078	夢魔の寝所
BS02-079	紫水晶の森
BS02-080	エメラルドに輝く鍾乳洞
BS02-081	緑芽吹く原野
BS02-082	生み出される尖兵
BS02-083	鏡の回廊
BS02-084	祝福されし大聖堂
BS02-085	トパーズの流星
BS02-086	螺旋の塔
BS02-087	封印された魔導書
BS02-088	クロスファイア
BS02-089	スピリットリンク
BS02-090	マインドフレア
BS02-091	セブンスクリムゾン
BS02-092	エナジードレイン
BS02-093	マインドコントロール
BS02-094	ブラッディレイン
BS02-095	サクリファイス
BS02-096	ディバインウィンド
BS02-097	ネイチャーフォース
BS02-098	キャストオフ
BS02-099	ライフチェイン
BS02-100	インビンシブルシールド
BS02-101	リフレクションアーマー
BS02-102	ホワイトポーション
BS02-103	リロードコア
BS02-104	アディショナルカラー
BS02-105	グレートウォール
BS02-106	ローヤルポーション
BS02-107	タイムリープ
BS02-108	マジックブック
BS02-109	エンジェルボイス
BS02-110	ヘビィゲート
BS02-111	スピリットイリュージョン
BS02-X05	暴双龍ディラノス
BS02-X06	魔界七将デストロード
BS02-X07	巨神機トール
BS02-X08	大天使ミカファール
BS03-001	火精サラマンダート
BS03-002	エッジホッグ
BS03-003	ドラグノ暗殺者
BS03-004	ブロントライデント
BS03-005	エンチュウ
BS03-006	ランカフォリンクス
BS03-007	フレイム・エルク
BS03-008	剣竜ステゴラーサウルス
BS03-009	火吹きメルト
BS03-010	黒竜ヴリトラ
BS03-011	竜騎将ディライダロス
BS03-012	水龍王リヴァイア
BS03-013	ヘルスコルピオ
BS03-014	スカル・フィッシュ
BS03-015	魔草マインドラゴラ
BS03-016	透明人間エクリア
BS03-017	幽霊船長シルバーシャーク
BS03-018	ダークレイス
BS03-019	魔界軍師ヘルミア
BS03-020	メガ・ハンプダンプ
BS03-021	魔界伯爵ヴィール
BS03-022	暗礁の歌姫セレン
BS03-023	人造生命体No.44
BS03-024	吸血騎士ノスフェラト
BS03-025	スタッグシザー
BS03-026	木精ドリアドナ
BS03-027	フルミンゴ
BS03-028	モグランナー
BS03-029	マッハフライ
BS03-030	調教師ライナ兄弟
BS03-031	黒風のパンター
BS03-032	蜘蛛女アラクネット
BS03-033	ビートプリースト
BS03-034	闘鶏ビシャモン
BS03-035	太陽花ゾンネ・ブルム
BS03-036	神鳥ピーゴッド
BS03-037	ラタトスカ
BS03-038	アンジェラフィッシュ
BS03-039	笛吹きのヘイムダル
BS03-040	ベル・ダンディア
BS03-041	機人アスク
BS03-042	海獣ジューゴン
BS03-043	ホタルリ
BS03-044	鋼人スルト
BS03-045	銀狐ハティ
BS03-046	一角獣アインホルン
BS03-047	硝子の女神フレイア
BS03-048	鎧蛇竜ミッドガルズ
BS03-049	ミケネ
BS03-050	キノコノコ
BS03-051	ドングリン
BS03-052	フロッガー
BS03-053	百面相のフラットフェイス
BS03-054	アルカナドール・トリア
BS03-055	ゴマザラシ
BS03-056	オチョゴ
BS03-057	ジェルフィ
BS03-058	妖精ティングリー
BS03-059	アルカナビースト・ペイラ
BS03-060	ランプキン
BS03-061	苺っ娘ストロベリ
BS03-062	チワール
BS03-063	ポニサス
BS03-064	薔薇人バロッサ
BS03-065	天使キュリオ
BS03-066	天使アルケー
BS03-067	アルカナプリンセス・アン
BS03-068	フォルトロス
BS03-069	イワトビペンタン
BS03-070	天使長エクスシア
BS03-071	戦闘獣ブルトップ
BS03-072	槍兵のジェフリー
BS03-073	ストン・スタチュー
BS03-074	戦闘獣ドーベン
BS03-075	犬人マードック
BS03-076	爪剣のラザラス
BS03-077	強襲兵のノーマン
BS03-078	暴れトロル
BS03-079	作戦参謀フォクシン
BS03-080	ロック・ゴレム
BS03-081	人馬巨兵ダンストン
BS03-082	シャークハンマー
BS03-083	熊男ベアード
BS03-084	巨猫ブリンクス
BS03-085	ウッド・ゴレム
BS03-086	修理屋バラン・バラン
BS03-087	戦闘獣ライノ・セーラス
BS03-088	城壊しのデニス
BS03-089	ディープ・アーノルド
BS03-090	斬竜刀のガイ
BS03-091	戦闘獣バン・ファロー
BS03-092	島持ちのフランシス
BS03-093	牛人ブルタニア
BS03-094	偉大なる鍛冶師バギン
BS03-095	奇術師オリバー
BS03-096	巨人王ランドルフ
BS03-097	鷹人ホークアイ
BS03-098	戦闘竜ワイヴァーン
BS03-099	虎拳士タイガ
BS03-100	武器コレクターのゴドフリー
BS03-101	ボルカノ・ゴレム
BS03-102	無法者の荒野
BS03-103	熾烈極める最前線
BS03-104	運命分かつ岐路
BS03-105	暗礁海域
BS03-106	深緑の樹海
BS03-107	果て無き地平線
BS03-108	鋼に覆われた高空
BS03-109	極光の大地
BS03-110	星降る巡礼地
BS03-111	子供部屋 午前0時
BS03-112	トランプの王国
BS03-113	力奪う凱旋門
BS03-114	サファイアの城壁
BS03-115	崩壊する戦線
BS03-116	英雄の喪失
BS03-117	士気高き大本営
BS03-118	フォースドロー
BS03-119	バスターランス
BS03-120	フレイムサイクロン
BS03-121	ダブルハート
BS03-122	フォールダウン
BS03-123	ネクロマンシー
BS03-124	ポイズンミスト
BS03-125	ウィークネス
BS03-126	ポーションベリー
BS03-127	アイビィーケイジ
BS03-128	マルチプルコア
BS03-129	フロックリカバリー
BS03-130	メビウスリング
BS03-131	ユナイテッドパワー
BS03-132	パーフェクトガード
BS03-133	ハイエリクサー
BS03-134	パペットストリング
BS03-135	エスケープルート
BS03-136	フォーカスライト
BS03-137	フォーカード
BS03-138	テレポートチェンジ
BS03-139	セイムタイアード
BS03-140	シャイニングマジック
BS03-141	ビルドアップ
BS03-142	サルベージ
BS03-143	ブリッツ
BS03-144	マジックハンマー
BS03-145	スクランブル
BS03-146	ネクサスレジスター
BS03-147	ゴーレムクラフト
BS03-148	コンストラクション
BS03-149	デルタクラッシュ
BS03-X09	蛮騎士ハーキュリー
BS03-X10	凍獣マン・モール
BS03-X11	大天使ヴァリエル
BS03-X12	英雄巨人タイタス
BS04-001	クナノミ
BS04-002	カメレウィップ
BS04-003	ダークゴラドン
BS04-004	ダークディノハウンド
BS04-005	チェイン・ドラゴン
BS04-006	骸竜ゾン・サウル
BS04-007	ドラグノ近衛兵
BS04-008	古竜魔人バ・ゴゥ
BS04-009	炎皇クジャラク
BS04-010	雷帝エール・クレル
BS04-011	風龍王フージャオス
BS04-012	バンシィ
BS04-013	スカルデーモン
BS04-014	シャドウジャグラー
BS04-015	サイクロ・ワインダー
BS04-016	堕天使アゼル
BS04-017	ヘルウィッチ
BS04-018	水蛇シーサーペンタ
BS04-019	首無し馬車
BS04-020	闇帝オプス・キュリテ
BS04-021	吸血鬼ダンピール
BS04-022	王蛇ケツァルカトル
BS04-023	ジラーファン
BS04-024	ダックル
BS04-025	ファル・コンドル
BS04-026	ブラックマッハジー
BS04-027	アリゲイド
BS04-028	セブンスポット
BS04-029	ブラックモノケイロス
BS04-030	食蟲花バグ・レシア
BS04-031	陸帝フォン・ダシオン
BS04-032	槍蟲ルカニドス
BS04-033	甲殻戦士ロングホーン
BS04-034	ヴィゾフニル
BS04-035	バーサーカー・マグナム
BS04-036	オッドセイ
BS04-037	鎧装獣ヘイズ・ルーン
BS04-038	偵察機マグニ
BS04-039	宝石虫スカラベール
BS04-040	鎧装獣グリン・ブルスティ
BS04-041	フェンリルキャノンMk-II
BS04-042	獣使いドヴェルグ
BS04-043	ワルキューレ・ヒルド
BS04-044	空帝ル・シエル
BS04-045	氷の女神フリッグ
BS04-046	妖精ドロシー
BS04-047	ワイズレス・スケアクロウ
BS04-048	ダークピヨン
BS04-049	黒の妖精ティ・ターニャ
BS04-050	ハートレス・ティン
BS04-051	アルカナビースト・ハルト
BS04-052	郵便ペンタン
BS04-053	天使スローン
BS04-054	アルカナソルジャー・サンク
BS04-055	光帝リュミエール
BS04-056	ブレイブレス・レオ
BS04-057	天使長セラフィー
BS04-058	鼠人チューリヒ
BS04-059	薬師ギルママール
BS04-060	戦士グスタフ
BS04-061	戦闘獣ジャッカー
BS04-062	猿人モンゴクウ
BS04-063	二刀流のアムブローズ
BS04-064	ウガルルム
BS04-065	機織のハーフェレシテ
BS04-066	猫人アビシニア
BS04-067	ドラ・ゴレム
BS04-068	アイアン・ゴレム
BS04-069	幻影士のミラージ
BS04-070	戦闘獣ディアトリマー
BS04-071	スチーム・ゴレム
BS04-072	ラビラビ
BS04-073	海帝クラン・マラン
BS04-074	異合竜ハイドラス
BS04-075	伝説巨人ジュード
BS04-076	翼持つ者の空域
BS04-077	七龍帝の玉座
BS04-078	魔影街
BS04-079	王蛇の住処
BS04-080	旋風渦巻く渓谷
BS04-081	強者統べる大地
BS04-082	侵されざる聖域
BS04-083	鋼葉の樹林
BS04-084	奇跡の丘
BS04-085	魔力満ちる泉
BS04-086	古代闘技場
BS04-087	心臓破りの巨大坂
BS04-088	栄光の表彰台
BS04-089	グレートリンク
BS04-090	ニーベルングリング
BS04-091	ライトニングバリスタ
BS04-092	ドラゴンズラッシュ
BS04-093	ユーサネイジア
BS04-094	ダンスマカブル
BS04-095	ヴェノムショット
BS04-096	インフェルノアイズ
BS04-097	フォレストオーラ
BS04-098	フルアッド
BS04-099	グラウンドハウリング
BS04-100	ジャングルロウ
BS04-101	ミストカーテン
BS04-102	ドリームハンド
BS04-103	ハイエーテル
BS04-104	グラシアルブレス
BS04-105	トリックプランク
BS04-106	グリームホープ
BS04-107	ジャッジメントライツ
BS04-108	ストレートフラッシュ
BS04-109	スイッチヒッター
BS04-110	レッドウォール
BS04-111	マジックドリル
BS04-112	マッシブアップ
BS04-113	ネクサスリペアー
BS04-114	タイダルタイド
BS04-X13	魔龍帝ジークフリード
BS04-X14	魔界七将パンデミウム
BS04-X15	カイザーアトラス皇帝
BS04-X16	機動要塞キャッスル・ゴレム
BS05-001	ドラグノ爆弾兵
BS05-002	扇竜ソルデス
BS05-003	ディメトロドロン
BS05-004	妖狐キュービック
BS05-005	ワイアーム
BS05-006	城塞龍メガロン
BS05-007	真紅の竜使いロッソ
BS05-008	一角竜ヴォルスング
BS05-009	火龍王ボルケノス
BS05-010	サンドマン
BS05-011	レッドキャップ
BS05-012	メナシヘビ
BS05-013	ガストラス
BS05-014	悪戯妖精インプ
BS05-015	フォールンパラディン
BS05-016	吸血女王カーミラ
BS05-017	紫煙の竜使いヴァイオレット
BS05-018	魔界元帥ネガプルート
BS05-019	パイナッポポタマス
BS05-020	ポルック＆カスター
BS05-021	ゲンゴロン
BS05-022	水馬ケルピー
BS05-023	モスリーフ
BS05-024	用心棒アントマン
BS05-025	神樹ディオネアス
BS05-026	碧緑の竜使いグリューン
BS05-027	双剣虎ジェン・フー
BS05-028	アーメットクラブ
BS05-029	機人エムブラ
BS05-030	パントマイスター
BS05-031	銃騎士ヘビーバレル
BS05-032	珊瑚蟹シオマネキッド
BS05-033	巨人機ユミール
BS05-034	白亜の竜使いアルブス
BS05-035	魔神機ビッグ・ロキ
BS05-036	氷の魔女ヘル
BS05-037	天使クレイオ
BS05-038	シーサーズ
BS05-039	アサガオの妖精ナパルコ
BS05-040	プリンセス・スノーホワイト
BS05-041	アルカナファイター・カトル
BS05-042	天使長ソフィア
BS05-043	黄昏の竜使いフラウム
BS05-044	リトルナイト・ランスロット
BS05-045	ドワッフー・セブン
BS05-046	戦闘獣バビーバー
BS05-047	ブロンズ・ゴレム
BS05-048	合成恐竜ディノゾール
BS05-049	狼人ウルフィ
BS05-050	MCパンサー
BS05-051	巨人騎士アルダス
BS05-052	ミスリル・ゴレム
BS05-053	蒼海の竜使いアズール
BS05-054	鉄槌のオズワルド
BS05-055	紅蓮の虚空
BS05-056	最古龍の顎
BS05-057	藍紫の虚空
BS05-058	打ち棄てられた処刑場
BS05-059	緑眼の虚空
BS05-060	茨の決戦地
BS05-061	白夜の虚空
BS05-062	永久氷殿
BS05-063	黄道の虚空
BS05-064	ペンタン帝国
BS05-065	青嵐の虚空
BS05-066	天焦がす大聖火
BS05-067	ワーニングアタック
BS05-068	シンクロニシティ
BS05-069	トランスマイグレーション
BS05-070	ソウルクラッシュ
BS05-071	リアニメイト
BS05-072	アブソーブシンボル
BS05-073	ゴッドスピード
BS05-074	ブランチロック
BS05-075	ブレイブチャージ
BS05-076	エターナルシールド
BS05-077	クリスタルオーラ
BS05-078	アイシクルアサルト
BS05-079	スリーカード
BS05-080	コーラスバード
BS05-081	ネクサスブロケイド
BS05-082	サーキュラーソー・アーム
BS05-083	マジックスパナ
BS05-084	ポテンシャルパワー
BS05-X17	幻獣王リーン
BS05-X18	超獣王ベヒードス
BS05-X19	聖皇ジークフリーデン
BS05-X20	大甲帝デスタウロス
BS06-001	オヴィラプト
BS06-002	イグアナイフ
BS06-003	猛角獣ホーングリズリー
BS06-004	ドラグロン十人隊長
BS06-005	恐竜姫ジュラ
BS06-006	サーベカウラス
BS06-007	曲刀竜パラサウル
BS06-008	刀剣魚エスパーダ
BS06-009	雲刃竜ソードラグーン
BS06-010	戦斧のアポロディノス
BS06-011	鉄蠍竜スコルド・ゴラン
BS06-012	巨竜ギガノトン
BS06-013	ピジョンヘディレス
BS06-014	スモッグゴート
BS06-015	ストレイソウル
BS06-016	ブロンズメイデン
BS06-017	冥空士ブーネイ
BS06-018	人狼ルー・ガウル
BS06-019	冥楽士ムール
BS06-020	スカルゴイル
BS06-021	蛇后妃メドゥーサ
BS06-022	斬首刀のシャドウスライサー
BS06-023	闇司教バクルス
BS06-024	冥騎士アンドラー
BS06-025	メェ～ポン
BS06-026	カラカロッサム
BS06-027	ガゼルケイド
BS06-028	ガブノハシ
BS06-029	メイパロット
BS06-030	働きアントマン
BS06-031	ミツジャラシ
BS06-032	ウッディコング
BS06-033	ジャコビーノ男爵
BS06-034	鉄拳のカクタスガルー
BS06-035	ツクシンモア
BS06-036	牙王樹ラフレシオー
BS06-037	双子妖精フギン＆ムニン
BS06-038	センザンゴウ
BS06-039	浮遊魚モラモラー
BS06-040	薄氷の侍女長フッラ
BS06-041	鎧装獣アウドムラ
BS06-042	機海兵ゼーロイヴァー
BS06-043	盾機兵バルドル
BS06-044	レインディア
BS06-045	トンビュール
BS06-046	鍵鎚のヴァルグリンド
BS06-047	輝竜殿ブレイザブリク
BS06-048	銀狼皇ガグンラーズ
BS06-049	ピョリット
BS06-050	雪ん子イエティ
BS06-051	グレムリー
BS06-052	ヒナペンタン
BS06-053	レーザーパンダ
BS06-054	占いペンタン
BS06-055	コットン・キャンデル
BS06-056	細剣の猫騎士ケット・シー
BS06-057	アルカナキング・カール
BS06-058	アルカナナイト・ヘクス
BS06-059	賢獣アイベリックス
BS06-060	天使長ファニム
BS06-061	ドルフィーノ
BS06-062	戦闘獣ゾウウチ
BS06-063	造兵技師ガタン
BS06-064	マンティゴア
BS06-065	ブロック・ゴレム
BS06-066	力自慢のハンフリー
BS06-067	武器商人ゴロン・ガラン
BS06-068	軍師ショウジョウジ
BS06-069	ツァトゥグァ
BS06-070	爆砕巨人ダグラス
BS06-071	重槍のモーガン
BS06-072	大巨人エウリュトス
BS06-073	灼熱の谷
BS06-074	紅玉の火山弾
BS06-075	神鳴る霊峰
BS06-076	暴かれた墓石
BS06-077	冥府の深淵
BS06-078	魔帝の寝所
BS06-079	神葉樹の森
BS06-080	颶風高原
BS06-081	賢者の樹の実
BS06-082	無限なる軌道母艦
BS06-083	希望の大灯台
BS06-084	侵食されゆく尖塔
BS06-085	混迷する魔法実験場
BS06-086	開かれし魔導書
BS06-087	夢中漂う桃幻郷
BS06-088	計画された場外乱闘
BS06-089	鎖縛の武舞台
BS06-090	名誉ある御前試合
BS06-091	バスタージャベリン
BS06-092	エクスキャベーション
BS06-093	ライトニングオーラ
BS06-094	トライデントフレア
BS06-095	ベリアルドロー
BS06-096	レベルドレイン
BS06-097	ブラッディコフィン
BS06-098	カウンターカース
BS06-099	サベージパワー
BS06-100	ソーンプリズン
BS06-101	ミストラルコア
BS06-102	スピードスター
BS06-103	キャバルリー
BS06-104	アバランチオーラ
BS06-105	ホーリーエリクサー
BS06-106	ホワイトホール
BS06-107	セカンドサイト
BS06-108	ディスコンティニュー
BS06-109	アルカイックスマイル
BS06-110	イマジンフィールド
BS06-111	リクラメーション
BS06-112	マッスルチャージ
BS06-113	マキシマムブレイク
BS06-114	デモリッシュ
BS06-X21	激神皇カタストロフドラゴン
BS06-X22	魔界七将ベルゼビート
BS06-X23	天帝ホウオウガ
BS06-X24	鎧神機ヴァルハランス
BS07-001	レイニードル
BS07-002	翼竜人プテラディア
BS07-003	バジリザード
BS07-004	怒石竜ドラゴロック
BS07-005	天槍の勇者アーク
BS07-006	ラ・ディアブロード
BS07-007	ドラグロン占術師
BS07-008	重刀竜ブレイガザウラー
BS07-009	剣龍皇エクス・キャリバス
BS07-010	アシュタル
BS07-011	ネクロウ
BS07-012	プラズバット
BS07-013	魔札の占い師ディーシャ
BS07-014	天鎌の勇者ザンバ
BS07-015	ブリュナグオン
BS07-016	冥勇士デスカラビア
BS07-017	冥獣士ザブルガン
BS07-018	女教皇リル・サキュバス
BS07-019	スペアミンク
BS07-020	ガリーバー
BS07-021	天刃の勇者ヴォルザ
BS07-022	ブラックカラカロッサム
BS07-023	ラクダチョウ
BS07-024	デルファングス
BS07-025	草林の長老ブチ・エナジ
BS07-026	烈針獣マツノアラシ
BS07-027	突風侯爵コカトリーフ
BS07-028	機人ヴェルンド
BS07-029	キグナ・スワン
BS07-030	神機レーヴァテイン
BS07-031	天弓の勇者ウル
BS07-032	ヘイル・ガルフ
BS07-033	六花の司書長サーガ
BS07-034	デュラクダール
BS07-035	鋼翼魚オルカノン
BS07-036	大械獣ギガ・テリウム
BS07-037	ヒッポカンプー
BS07-038	桜の妖精オウカ
BS07-039	マカロニペンタン
BS07-040	百合の妖精ユリィ
BS07-041	天剣の勇者リュート
BS07-042	パオ・ペイール
BS07-043	女帝ペンプレス
BS07-044	天使長トロン
BS07-045	神帝獣スフィン・クロス
BS07-046	豹人ベルセルカス
BS07-047	海人アプカリール
BS07-048	シルバー・ゴレム
BS07-049	カノン・ゴレム
BS07-050	ガラドルグ
BS07-051	天斧の勇者カイオー
BS07-052	隼の剣士ファルコニア
BS07-053	アイランド・ゴレム
BS07-054	神凰兵フェニックス・ゴレム
BS07-055	流星群の夜空
BS07-056	隕石落下地点
BS07-057	腐りゆく湖沼
BS07-058	常闇の聖堂
BS07-059	大風車の丘
BS07-060	爪牙の奇岩遺跡
BS07-061	ゼンマイ平原
BS07-062	ブリシンガメンの首飾り
BS07-063	秘密の花園
BS07-064	聖なる命の泉
BS07-065	造兵工房
BS07-066	蹴撃の戦場跡
BS07-067	メテオフォール
BS07-068	フェラールスラッシュ
BS07-069	リボーンフレイム
BS07-070	ブラックリチュアル
BS07-071	ダーティフィスト
BS07-072	トゥーロンスラッシュ
BS07-073	ワールウィンド
BS07-074	ニードルショット
BS07-075	フォーディアスラッシュ
BS07-076	ダイヤモンドストライク
BS07-077	ライフセービング
BS07-078	マクラーンスラッシュ
BS07-079	ブルームフルート
BS07-080	ノーエントリー
BS07-081	ルナースラッシュ
BS07-082	ネクサスアタック
BS07-083	ウィリアンスラッシュ
BS07-084	アームズインパクト
BS07-X25	龍星皇メテオヴルム
BS07-X26	剣王獣ビャク・ガロウ
BS07-X27	大天使イスフィール
BS07-X28	巨人大帝アレクサンダー
BS08-001	ディノニクソー
BS08-002	プテラディア捕獲部隊
BS08-003	ダークアンキラーザウルス
BS08-004	恐竜人ティラノイド
BS08-005	闘将カタパルドス
BS08-006	雷帝竜騎レイブリッツ
BS08-007	火砕竜プロメテオーズ
BS08-008	黒皇龍ダークヴルム
BS08-009	関将龍皇ドラグロン
BS08-010	デモ・ボーン
BS08-011	冥狼士アーモン
BS08-012	ダークスカルデーモン
BS08-013	アンドレアルファス
BS08-014	冥将アマイモン
BS08-015	闇帝竜騎サブナ・ルーク
BS08-016	冥蛇士ボティス
BS08-017	骸蛇スカルピオーネ
BS08-018	暗黒騎士シュヴァルト
BS08-019	エメアントマン
BS08-020	ディオ・マンティス
BS08-021	ブラックアメンボーグ
BS08-022	マンゴース
BS08-023	ゲラン准将
BS08-024	陸帝竜騎ベスピニアー
BS08-025	女王アントレーヌ
BS08-026	超重甲蟲ゴライアース
BS08-027	輝虹翼戦士ジュエルグΣ
BS08-028	ランプスキッド
BS08-029	一角魚モノケロック
BS08-030	機人フィアラル
BS08-031	冥機グングニル
BS08-032	知将ゲンドリル
BS08-033	守護機獣スノパルド
BS08-034	空帝竜騎プラチナム
BS08-035	獣機合神セイ・ドリガン
BS08-036	機神獣インフェニット・ヴォルス
BS08-037	キキーモラ
BS08-038	猫娘アニー
BS08-039	ダークチュンポポ
BS08-040	天使オリフィア
BS08-041	犬将クー・シー
BS08-042	天使サラティ
BS08-043	光帝竜騎アルカナジョーカー
BS08-044	アルカナクィーン・パラス
BS08-045	勇者フェニックスペンタン
